Price,Close,High,Low,Open,Volume
Ticker,GLE.PA,GLE.PA,GLE.PA,GLE.PA,GLE.PA
Datetime,,,,,
2025-03-28 08:00:00+00:00,43.20000076293945,43.224998474121094,42.720001220703125,42.72999954223633,0
2025-03-28 08:01:00+00:00,43.09000015258789,43.224998474121094,43.060001373291016,43.224998474121094,6491
2025-03-28 08:02:00+00:00,43.2400016784668,43.275001525878906,43.0,43.060001373291016,18262
2025-03-28 08:03:00+00:00,43.31999969482422,43.375,43.244998931884766,43.244998931884766,10311
2025-03-28 08:04:00+00:00,43.275001525878906,43.3849983215332,43.25,43.30500030517578,21342
2025-03-28 08:05:00+00:00,43.33000183105469,43.33000183105469,43.20000076293945,43.26499938964844,9118
2025-03-28 08:06:00+00:00,43.255001068115234,43.369998931884766,43.21500015258789,43.32500076293945,6242
2025-03-28 08:07:00+00:00,43.130001068115234,43.290000915527344,43.119998931884766,43.27000045776367,3982
2025-03-28 08:08:00+00:00,43.040000915527344,43.1349983215332,43.040000915527344,43.119998931884766,3185
2025-03-28 08:09:00+00:00,43.029998779296875,43.084999084472656,43.029998779296875,43.04499816894531,9628
2025-03-28 08:10:00+00:00,42.90999984741211,43.0099983215332,42.8650016784668,43.0099983215332,7944
2025-03-28 08:11:00+00:00,42.76499938964844,42.900001525878906,42.76499938964844,42.900001525878906,8741
2025-03-28 08:12:00+00:00,42.709999084472656,42.7599983215332,42.709999084472656,42.7599983215332,21201
2025-03-28 08:13:00+00:00,42.834999084472656,42.834999084472656,42.71500015258789,42.72999954223633,8306
2025-03-28 08:14:00+00:00,42.89500045776367,42.93000030517578,42.85499954223633,42.880001068115234,9790
2025-03-28 08:15:00+00:00,42.970001220703125,42.970001220703125,42.875,42.89500045776367,7732
2025-03-28 08:16:00+00:00,42.94499969482422,43.02000045776367,42.900001525878906,42.98500061035156,8355
2025-03-28 08:17:00+00:00,42.8849983215332,42.994998931884766,42.85499954223633,42.974998474121094,14944
2025-03-28 08:18:00+00:00,42.95000076293945,42.95000076293945,42.82500076293945,42.875,6678
2025-03-28 08:19:00+00:00,43.02000045776367,43.02000045776367,42.915000915527344,42.94499969482422,2058
2025-03-28 08:20:00+00:00,43.03499984741211,43.060001373291016,43.025001525878906,43.040000915527344,2973
2025-03-28 08:21:00+00:00,43.005001068115234,43.040000915527344,42.97999954223633,43.025001525878906,4030
2025-03-28 08:22:00+00:00,43.03499984741211,43.04499816894531,43.005001068115234,43.025001525878906,3349
2025-03-28 08:23:00+00:00,43.04499816894531,43.04999923706055,42.98500061035156,43.04499816894531,2919
2025-03-28 08:24:00+00:00,43.060001373291016,43.06999969482422,43.03499984741211,43.060001373291016,2173
2025-03-28 08:25:00+00:00,43.0,43.07500076293945,42.994998931884766,43.064998626708984,926
2025-03-28 08:26:00+00:00,43.0,43.02000045776367,42.994998931884766,43.01499938964844,1922
2025-03-28 08:27:00+00:00,43.0099983215332,43.02000045776367,42.974998474121094,43.0,2622
2025-03-28 08:28:00+00:00,42.959999084472656,43.005001068115234,42.92499923706055,42.994998931884766,1714
2025-03-28 08:29:00+00:00,43.01499938964844,43.03499984741211,42.959999084472656,42.959999084472656,27040
2025-03-28 08:30:00+00:00,42.959999084472656,43.0099983215332,42.959999084472656,43.0099983215332,12212
2025-03-28 08:31:00+00:00,42.90999984741211,42.95000076293945,42.880001068115234,42.939998626708984,15566
2025-03-28 08:32:00+00:00,42.91999816894531,42.93000030517578,42.90999984741211,42.92499923706055,1993
2025-03-28 08:33:00+00:00,42.91999816894531,42.935001373291016,42.88999938964844,42.915000915527344,3569
2025-03-28 08:34:00+00:00,42.86000061035156,42.915000915527344,42.85499954223633,42.915000915527344,1882
2025-03-28 08:35:00+00:00,42.82500076293945,42.84000015258789,42.80500030517578,42.84000015258789,867
2025-03-28 08:36:00+00:00,42.779998779296875,42.834999084472656,42.779998779296875,42.82500076293945,3293
2025-03-28 08:37:00+00:00,42.8849983215332,42.900001525878906,42.775001525878906,42.775001525878906,5649
2025-03-28 08:38:00+00:00,42.875,42.939998626708984,42.875,42.88999938964844,2562
2025-03-28 08:39:00+00:00,42.92499923706055,42.95500183105469,42.880001068115234,42.880001068115234,3406
2025-03-28 08:40:00+00:00,42.88999938964844,42.94499969482422,42.8849983215332,42.91999816894531,4007
2025-03-28 08:41:00+00:00,42.88999938964844,42.904998779296875,42.8650016784668,42.88999938964844,1164
2025-03-28 08:42:00+00:00,42.904998779296875,42.91999816894531,42.88999938964844,42.89500045776367,2467
2025-03-28 08:43:00+00:00,42.92499923706055,42.93000030517578,42.8849983215332,42.8849983215332,3391
2025-03-28 08:44:00+00:00,42.959999084472656,42.970001220703125,42.939998626708984,42.939998626708984,4660
2025-03-28 08:45:00+00:00,42.97999954223633,42.97999954223633,42.95500183105469,42.959999084472656,1071
2025-03-28 08:46:00+00:00,42.939998626708984,42.97999954223633,42.935001373291016,42.97999954223633,3549
2025-03-28 08:47:00+00:00,42.90999984741211,42.92499923706055,42.90999984741211,42.90999984741211,2101
2025-03-28 08:48:00+00:00,42.91999816894531,42.93000030517578,42.869998931884766,42.93000030517578,3281
2025-03-28 08:49:00+00:00,42.959999084472656,42.959999084472656,42.92499923706055,42.92499923706055,3053
2025-03-28 08:50:00+00:00,42.875,42.970001220703125,42.875,42.96500015258789,4144
2025-03-28 08:51:00+00:00,42.880001068115234,42.900001525878906,42.86000061035156,42.869998931884766,2672
2025-03-28 08:52:00+00:00,42.93000030517578,42.93000030517578,42.880001068115234,42.8849983215332,3438
2025-03-28 08:53:00+00:00,42.959999084472656,42.974998474121094,42.939998626708984,42.95500183105469,4348
2025-03-28 08:54:00+00:00,42.935001373291016,42.970001220703125,42.935001373291016,42.970001220703125,2426
2025-03-28 08:55:00+00:00,42.92499923706055,42.935001373291016,42.89500045776367,42.935001373291016,16483
2025-03-28 08:56:00+00:00,42.93000030517578,42.95500183105469,42.93000030517578,42.935001373291016,4298
2025-03-28 08:57:00+00:00,42.939998626708984,42.96500015258789,42.935001373291016,42.939998626708984,2167
2025-03-28 08:58:00+00:00,42.95000076293945,42.95500183105469,42.935001373291016,42.95000076293945,2374
2025-03-28 08:59:00+00:00,42.93000030517578,42.95000076293945,42.93000030517578,42.95000076293945,1160
2025-03-28 09:00:00+00:00,42.935001373291016,42.95000076293945,42.90999984741211,42.93000030517578,2061
2025-03-28 09:01:00+00:00,42.94499969482422,42.959999084472656,42.939998626708984,42.95000076293945,4118
2025-03-28 09:02:00+00:00,42.90999984741211,42.935001373291016,42.88999938964844,42.935001373291016,2677
2025-03-28 09:03:00+00:00,42.915000915527344,42.915000915527344,42.900001525878906,42.90999984741211,1125
2025-03-28 09:04:00+00:00,42.900001525878906,42.915000915527344,42.89500045776367,42.915000915527344,2399
2025-03-28 09:05:00+00:00,42.94499969482422,42.94499969482422,42.88999938964844,42.900001525878906,1866
2025-03-28 09:06:00+00:00,42.93000030517578,42.94499969482422,42.93000030517578,42.94499969482422,1659
2025-03-28 09:07:00+00:00,42.939998626708984,42.94499969482422,42.93000030517578,42.935001373291016,901
2025-03-28 09:08:00+00:00,42.92499923706055,42.94499969482422,42.92499923706055,42.94499969482422,383
2025-03-28 09:09:00+00:00,42.89500045776367,42.89500045776367,42.875,42.88999938964844,3380
2025-03-28 09:10:00+00:00,42.90999984741211,42.915000915527344,42.88999938964844,42.89500045776367,753
2025-03-28 09:11:00+00:00,42.90999984741211,42.91999816894531,42.904998779296875,42.91999816894531,515
